date,year,month,period,url,international_arrivals,asia_arrivals,europe_arrivals,americas_arrivals,oceania_arrivals,other_markets_arrivals,international_matched_label,asia_matched_label,europe_matched_label,americas_matched_label,oceania_matched_label,other_markets_matched_label,log_international_arrivals,international_arrivals_mom_growth_pct,international_arrivals_yoy_growth_pct,log_asia_arrivals,asia_arrivals_mom_growth_pct,asia_arrivals_yoy_growth_pct,log_europe_arrivals,europe_arrivals_mom_growth_pct,europe_arrivals_yoy_growth_pct,log_americas_arrivals,americas_arrivals_mom_growth_pct,americas_arrivals_yoy_growth_pct,log_oceania_arrivals,oceania_arrivals_mom_growth_pct,oceania_arrivals_yoy_growth_pct,log_other_markets_arrivals,other_markets_arrivals_mom_growth_pct,other_markets_arrivals_yoy_growth_pct
2019-10-01,2019,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2019&period=t10,1618337,1355413.0,149554.0,69750.0,39208.0,4252.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.296909636742344,3.654899780563814,34.284329759525114,14.119616762902725,2.0785290710897852,41.16356236174352,11.91541281060779,11.376398218621064,7.289462168114613,11.152672699683611,12.922548892630491,10.234851597812678,10.576636086589383,18.08215877605108,1.512013256006628,8.355144739461839,-64.75756319933691,-59.63546610973989
2019-11-01,2019,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2019&period=t11,1809580,1467203.0,222846.0,84292.0,31193.0,14367.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.408605332116693,11.817254379032294,38.99435367602497,14.198868425193261,8.24767063618248,47.554128379472395,12.314236228920365,49.007047621594864,13.362634679363916,11.342042240317104,20.84874551971325,10.153942657013658,10.347948989650975,-20.442256682309733,0.3506627203706092,9.572689189010719,237.88805268109124,20.145509282488703
2019-12-01,2019,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2019&period=t12,1710168,1407537.0,182902.0,81959.0,32721.0,14471.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.352102169267093,-5.493650460327815,24.44509126896055,14.157351926394693,-4.066649263939615,28.94138016324512,12.116705769256296,-17.92448596788814,7.121228981568795,11.313974401204709,-2.7677596924975068,12.068423283606577,10.395772352596852,4.898534927708131,-4.1592220497349235,9.579901925737992,0.7238811164474113,2.952475811041544
2020-01-01,2020,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t1,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,18.79061004532887,47.82908308986453,14.203253553004819,4.69714117639537,34.99793882430537,12.796544590726745,97.35596111578879,111.41013101561997,11.61993961262471,35.79350650935225,52.18164166655272,11.290331762461454,144.6257754958589,134.45124630210012,11.752800265056132,778.3705341717919,804.3042117245304
2020-02-01,2020,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t2,1242731,887482.0,242897.0,81476.0,26997.0,11392.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.032821935165735,-38.82749804456665,-21.75031372763845,13.69614351843589,-39.77664996664746,-27.214408148871083,12.400392764152363,-32.70954766073447,6.075043889146059,11.30806377733403,-26.792757985533942,-21.130632592807707,10.203481027702058,-66.27230023487083,-18.398621690243022,9.340666633651757,-91.03761338693562,-15.982004572608599
2020-03-01,2020,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t3,449923,243028.0,162165.0,27210.0,15455.0,10196.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á *,13.016831735994215,-63.79562431451375,-68.09479877491424,12.400931942022089,-72.61600798664085,-77.2323327331356,11.99636961439498,-33.23713343515976,-27.521430933843448,10.211339831777291,-66.60366242819971,-67.92975425776416,9.645687854566217,-42.75289847020039,-49.91087344028521,9.229750765496005,-10.498595505617981,-20.480424270784592
2020-04-01,2020,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t4,3686779,,,,,,Tổng số,,,,,,15.120263735088896,719.4244348477406,151.01200599687084,,,,,,,,,,,,,,,
2020-05-01,2020,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t5,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,177.89763527875851,,,,,,,,,,,,,,,
2020-06-01,2020,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t6,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,211.00380026066162,,,,,,,,,,,,,,,
2020-07-01,2020,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t7,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,180.19466602624124,,,,,,,,,,,,,,,
2020-08-01,2020,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t8,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,143.7625252322891,,,,,,,,,,,,,,,
2020-09-01,2020,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t9,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,136.13914021497826,,,,,,,,,,,,,,,
2020-10-01,2020,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t10,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,127.81281031083145,,,,,,,,,,,,,,,
2020-11-01,2020,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2020&period=t11,3686779,,,,,,Tổng số,,,,,,15.120263735088896,0.0,103.73672343858797,,,,,,,,,,,,,,,
2021-04-01,2021,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2021&period=t4,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,-44.897185320845104,18.79061004532887,14.203253553004819,,4.69714117639537,12.796544590726745,,97.35596111578879,11.61993961262471,,35.79350650935225,11.290331762461454,,144.6257754958589,11.752800265056132,,778.3705341717919
2021-12-01,2021,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2021&period=t12,3100,,,,,,Tổng số,,,,,,8.039157390473237,-99.8474048236812,-99.8474048236812,,,,,,,,,,,,,,,
2022-01-01,2022,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t1,3100,13847.0,4337.0,1226.0,237.0,1815.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,8.039157390473237,0.0,-99.75054939484089,9.535823881654714,,-98.43974300323838,8.374938143835367,,-98.21446950765139,7.111512116496157,,-98.49526240856204,5.4680601411351315,,-99.12212468052006,7.503840746698951,,-84.06776685393258
2022-02-01,2022,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t2,29517,18876.0,5793.0,3600.0,1127.0,1170.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,10.292721647533876,852.1612903225806,-93.43954409976818,9.845646552846278,36.31833610168267,-92.23299372911762,8.664405571096625,33.57159326723542,-96.42771251503099,8.1886891244442,193.63784665579118,-86.76957001102535,7.027314514039777,375.52742616033754,-92.70786153348432,7.064759027791802,-35.537190082644635,-88.52491173009022
2022-03-01,2022,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t3,41740,25772.0,6505.0,7468.0,1747.0,1412.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,10.639215180631192,41.410034895145166,-98.86784643180403,10.157043910258533,36.53316380589109,,8.780326390946605,12.290695667184526,,8.918382504661613,107.44444444444446,,7.465655310134056,55.013309671694756,,7.252762418053187,20.683760683760678,
2022-04-01,2022,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t4,101373,59800.0,19563.0,15527.0,6025.0,6913.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,11.526562062493136,142.86775275515095,-97.25036407118517,10.998760939938723,132.03476641316158,,9.881395306061313,200.7378939277479,,9.65033572298117,107.9137653990359,,8.703672758358856,244.87693188322842,,8.841158975945264,389.5892351274788,
2022-05-01,2022,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t5,172948,112693.0,29055.0,21854.0,8670.0,12929.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,12.060746250262602,70.60558531364367,-95.30896752965123,11.632422586297608,88.44983277591973,,10.276945864509205,48.52016561877013,,9.992139250130691,40.74837380047658,,9.067624069774588,43.90041493775934,,9.467228129254554,87.0244466946333,
2022-06-01,2022,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t6,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,1074.6415107431135,-44.897185320845104,14.203253553004819,1207.6686218309922,,12.796544590726745,1142.3610394080192,,11.61993961262471,409.2660382538666,,11.290331762461454,823.2295271049596,,11.752800265056132,883.1309459354939,
2022-07-01,2022,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t7,352579,246214.0,46490.0,40502.0,18374.0,24471.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,12.773029989599964,-82.64456300925563,-90.43666571823263,12.413956355453712,-83.2922449073763,,10.74699251468463,-87.12074200483146,,10.609106634591393,-63.60842805157465,,9.818691900831412,-77.04512518115037,,10.10524402196869,-80.7480194164064,
2022-08-01,2022,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t8,486407,358562.0,65131.0,43783.0,17302.0,29560.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.094801000977906,37.9568834218714,-86.80672207365834,12.789856866886222,45.630224113982145,,11.084155905330146,40.09679500967951,,10.687000893169545,8.100834526690036,,9.75857738074032,-5.834331120060954,,10.294177375062137,20.796044297331527,
2022-09-01,2022,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t9,431909,313777.0,53583.0,44335.0,18856.0,31000.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,12.975970196888662,-11.204197308015718,-88.28492296392054,12.656437821502438,-12.49016906420647,,10.888987132572593,-17.730420229998,,10.699529711814108,1.2607633099604776,,9.844586444615967,8.981620621893427,,10.341742483467284,4.8714479025710355,
2022-10-01,2022,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t10,484355,347886.0,62043.0,51213.0,21718.0,43265.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.090573387914699,12.142835643619376,-86.86238041390601,12.759630118881633,10.870458956520078,,11.035582972020785,15.788589664632436,,10.843748685048862,15.513702492387505,,9.985896688776846,15.17819261773441,,10.67509927304084,39.56451612903227,
2022-11-01,2022,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t11,596919,417400.0,91932.0,62500.0,23465.0,56223.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.299536704777633,23.239978941065953,-70.61710966030836,12.941800273625237,19.981833129243487,-71.67579026513063,11.42880445230482,48.1746530631981,-74.53181445446688,11.042921835724492,22.039325952394904,-43.842939934408555,10.063265228228518,8.044018786260242,-70.68487331967418,10.93708120482979,29.950306252166882,-55.76788425681896
2022-12-01,2022,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2022&period=t12,707071,519887.0,92830.0,65519.0,26896.0,62110.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.468886364164671,18.45342500406253,22708.74193548387,13.161366759250564,24.553665548634406,,11.438525142393978,0.9768089457425022,,11.090095455895215,4.83039999999999,,10.199732855648397,14.62177711485191,,11.036662285553348,10.470803763584291,
2023-01-01,2023,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t1,707071,519887.0,92830.0,65519.0,26896.0,62110.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.468886364164671,0.0,22708.74193548387,13.161366759250564,0.0,3654.510002166534,11.438525142393978,0.0,2040.4196449158405,11.090095455895215,0.0,5244.127243066884,10.199732855648397,0.0,11248.523206751055,11.036662285553348,0.0,3322.038567493113
2023-02-01,2023,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t2,932969,685750.0,125318.0,90188.0,29678.0,47481.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.746127253125282,31.948418192798165,3060.7853101602464,13.43826840879985,31.903663680761408,3532.9201101928375,11.73860978579419,34.99730690509533,2063.266010702572,11.409651659506403,37.65167356034127,2405.222222222222,10.298161309566071,10.343545508625818,2533.3629103815438,10.768084910001393,-23.553373047818383,3958.205128205128
2023-03-01,2023,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t3,895425,645970.0,142577.0,77603.0,27441.0,47806.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.705053744881699,-4.024142281254795,2045.2443699089604,13.378508342057904,-5.800947867298579,2406.4799006673907,11.86763748363107,13.772163615761501,2091.806302843966,11.259361365217854,-13.954184592185214,939.1403320835565,10.219793524324475,-7.5375699171103205,1470.7498568975386,10.774906433614746,0.6844843200437989,3285.694050991501
2023-04-01,2023,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t4,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,126.87762794203871,1904.0040247403156,14.203253553004819,128.12994411505176,2364.299331103679,12.796544590726745,153.1740743598196,1745.1566733118643,11.61993961262471,43.41584732549,616.7836671604302,11.290331762461454,191.69490907765754,1228.5311203319502,11.752800265056132,165.88503535121112,1738.6952119195719
2023-05-01,2023,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t5,916257,726842.0,98880.0,58450.0,29924.0,40713.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.728052171990104,-54.89793597795541,429.78756620487087,13.496464401396432,-50.677467052918225,544.9752868412412,11.501662272691517,-72.60699009330467,240.32008260196181,10.975926966900214,-47.48191742665888,167.4567584881486,10.306416112992295,-62.61556144120733,245.1441753171857,10.61430273074948,-67.97000999142469,214.8967437543507
2023-06-01,2023,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t6,975010,791323.0,74185.0,77394.0,30204.0,39612.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.790203006337643,6.412283889782011,-52.005863592710675,13.581461507268644,8.871391581664234,-46.30187201718724,11.214317252384895,-24.97471682847896,-79.44831674829902,11.256664537193192,32.41060735671515,-30.460487892537845,10.315729644923316,0.9357037829167192,-62.265753835390534,10.586887381641194,-2.704295925134481,-68.83619570604756
2023-07-01,2023,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t7,1038563,818885.0,94266.0,82669.0,40417.0,41276.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.853348584878129,6.518189557030185,194.56178615289053,13.615698937835663,3.483027790169113,232.5907543843973,11.453875852175653,27.068814450360577,102.76618627661863,11.322599961887121,6.815773832596839,104.11090810330354,10.60700576752029,33.81340219838431,119.96843365625338,10.628036496235605,4.2007472483085895,68.6731232887908
2023-08-01,2023,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t8,1217421,981815.0,129827.0,69331.0,33645.0,45342.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.01224524476997,17.221680341009638,150.28854436716577,13.797158178550086,19.896566672976057,173.8201482588785,11.773958073947218,37.724099887552256,99.3321152753681,11.146647415602889,-16.134222017926913,58.35141493273645,10.423619735622419,-16.755325729272343,94.45728817477747,10.721989034248775,9.850760732629137,53.38971583220569
2023-09-01,2023,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t9,1054449,862863.0,96519.0,57426.0,34759.0,41983.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.868528913577755,-13.386659175420823,144.1368436406743,13.668011208912116,-12.115520744743158,174.99243093024663,11.477495159138261,-25.655680251411496,80.12989194334024,10.958252441423962,-17.171250955561,29.52746137363258,10.456193810265846,3.3110417595482167,84.33920237590158,10.645020053422533,-7.40814256098099,35.42903225806451
2023-10-01,2023,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t10,1112526,898976.0,105258.0,65080.0,40384.0,40084.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.922143663535957,5.507805498416718,129.69227116474488,13.70901161676815,4.185253047123361,158.41108868997313,11.56416975815724,9.054175861747439,69.65330496591073,11.083372561332974,13.328457493121594,27.07710932770977,10.606188945900884,16.182859115624737,85.9471406206833,10.59873253117822,-4.523259414524928,-7.352363342193458
2023-11-01,2023,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t11,1233371,947390.0,166807.0,79491.0,36582.0,45752.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á *,14.02526162902053,10.86221805153318,106.62284162507811,13.761466114212366,5.385460790944374,126.97412553905126,12.024592734453076,58.474415246347064,81.44606883348561,11.283399086686796,22.143515673017824,27.185600000000008,10.50731159513587,-9.414619651347067,55.90027700831024,10.730990785595152,14.140305358746641,-18.624050655425716
2023-12-01,2023,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2023&period=t12,1371135,1079631.0,171286.0,76385.0,40024.0,56652.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á *,14.131149421968104,11.169712924983632,93.91758394842951,13.892129874052381,13.958454279652521,107.66647367601037,12.051089953009662,2.6851391128669633,84.51578153614135,11.243541620799823,-3.9073605817010693,16.58450220546712,10.597234553168041,9.408998961237769,48.81023200475907,10.944682570334287,23.824095121524746,-8.787634841410396
2024-01-01,2024,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t1,1371135,1079631.0,171286.0,76385.0,40024.0,56652.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.131149421968104,0.0,93.91758394842951,13.892129874052381,0.0,107.66647367601037,12.051089953009662,0.0,84.51578153614135,11.243541620799823,0.0,16.58450220546712,10.597234553168041,0.0,48.81023200475907,10.944682570334287,0.0,-8.787634841410396
2024-02-01,2024,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t2,1531411,1174645.0,209883.0,104774.0,38056.0,74469.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.241700090605194,11.689293906143462,64.14382471443317,13.976476532251066,8.800599464076143,71.29347429821364,12.25430551158071,22.533657158203233,67.48033004037728,11.559560928486214,37.165673888852524,16.17288331041824,10.546814038112117,-4.917049770137916,28.229665071770338,11.2181382103884,31.449904681211606,56.83957793643772
2024-03-01,2024,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t3,1599074,1221658.0,235073.0,100265.0,38182.0,70373.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.284935269669583,4.4183436059947345,78.58268420024011,14.015719510475918,4.002315593221772,89.11992817003886,12.367651383186082,12.001924881958036,64.87441873513961,11.515571959911133,-4.303548590299123,29.202479285594627,10.550119479354604,0.33109102375445953,39.14215954229072,11.16156494585521,-5.500275282332245,47.205371710663925
2024-04-01,2024,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t4,1556533,1214249.0,193831.0,91560.0,52809.0,69293.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.25797147005248,-2.6603521788234996,-23.380829812568827,14.009636336654019,-0.6064708781017281,-17.6026752602889,12.174741924367101,-17.544337290969192,-46.302442321757056,11.424749774066504,-8.681992719293874,-17.73215328631116,10.874436909714081,38.30862710177571,-34.02503623007346,11.146099169975122,-1.5346794935557684,-45.485370823466475
2024-05-01,2024,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t5,1383703,1156067.0,120280.0,66273.0,36666.0,70196.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.140273796755148,-11.103523021998251,51.01690901133633,13.960534285012441,-4.791603699076552,59.05341188318782,11.697577637102466,-37.945942599480986,21.642394822006473,11.101537853410294,-27.617955439056352,13.384088964927287,10.50960517412297,-30.56865307049935,22.530410372944786,11.159046608333497,1.3031619355490465,72.41667280721144
2024-06-01,2024,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t6,1249237,1051710.0,83663.0,76752.0,33445.0,60191.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.03804352290856,-9.7178368479363,28.125557686587822,13.865927968877862,-9.026898960008378,32.905273826237824,11.334552103784286,-30.443132690389096,12.776167688885899,11.248334723741845,15.811869086958485,-0.829521668346378,10.417657577552509,-8.784705176457752,10.730366838829287,11.005278118459296,-14.252948885976412,51.95142885994144
2024-08-01,2024,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t8,1446809,1191077.0,149102.0,64050.0,37550.0,49726.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.18487099966556,15.815413728539895,39.308737168568484,13.990368497800931,13.251466659060007,45.451070663157836,11.912385914479096,78.21737207606706,58.1715570831477,11.06741930732488,-16.549405878674172,-22.52234815952776,10.53342865719228,12.273882493646294,-7.093549743919636,10.814283214128304,-17.386320213985485,20.471944955906586
2024-09-01,2024,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t9,1274804,1060201.0,102889.0,62332.0,44719.0,59834.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.058302999267493,-11.888576861216649,4.713488595974602,13.873969070753658,-10.988038556701207,7.983785132637,11.541406016205121,-30.99421872275355,-20.749150792978345,11.040230216565504,-2.6822794691647167,-10.095051275764089,10.708153746219391,19.091877496671096,32.914251746173285,10.99932934024157,20.327394119776375,31.961536765030218
2024-10-01,2024,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t10,1419833,1132872.0,161718.0,76190.0,45030.0,65100.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.166049817027556,11.376572398580498,34.65165218991151,13.940266559223819,6.854454957126044,31.29222136074905,11.993609356624066,57.17715207650964,67.55043048518945,11.240985499467055,22.23256112430212,32.675094904746985,10.715084213295617,0.6954538339408289,29.549181506947832,11.08367982819666,8.801016144666907,55.06276349951171
2024-11-01,2024,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t11,1711512,1357769.0,206168.0,95087.0,48341.0,155043.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.352887748321312,20.5431906428432,53.84017991489638,14.121353469538823,19.851933846012603,51.03506656462464,12.236446649385156,27.486117810014953,95.86919759068195,11.462547540977022,24.802467515421966,46.107867240319614,10.786035340845325,7.352875860537411,19.703347860538823,11.951457776782588,138.16129032258067,286.79523001696435
2024-12-01,2024,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2024&period=t12,1747240,1382509.0,213091.0,92175.0,55574.0,65450.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.373547958043558,2.0875109260116265,41.663781619642435,14.139410522303187,1.8221067059271512,45.92818163586274,12.26947458350174,3.3579410965814294,27.747036994850326,11.431444223102345,-3.062458590553918,15.956523380005283,10.925470744968305,14.962454231397771,51.91624296101909,11.089041771338046,-57.785904555510406,43.053855569155445
2025-01-01,2025,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2025&period=t1,1747240,1382509.0,213091.0,92175.0,55574.0,65450.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.373547958043558,0.0,27.43019469271808,14.139410522303187,0.0,28.05384432273619,12.26947458350174,0.0,24.40654811251357,11.431444223102345,0.0,20.67159782679846,10.925470744968305,0.0,38.851688986608046,11.089041771338046,0.0,15.5299018569512
2025-02-01,2025,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2025&period=t2,1893933,1491673.0,239702.0,116971.0,41464.0,166682.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.454166177234452,8.395698358554071,38.12884945683685,14.215408866824026,7.896078795870398,38.16507677160066,12.387151764150705,12.488091941940294,39.94255222259846,11.669681319808857,26.901003525901814,53.13346861294757,10.632580859869542,-25.389570662540038,3.59784129522287,12.02384308450448,154.67074102368218,194.22085716303044
2025-03-01,2025,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2025&period=t3,2054309,1614360.0,285526.0,104874.0,46383.0,97610.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.535450096325379,8.467881387567555,34.144850729164155,14.294449151267589,8.224791894738326,37.433862996905454,12.562088372232962,19.117070362366604,36.04055592877937,11.56051490856314,-10.341879611185679,0.09544352606563056,10.744688291770704,11.863303106309097,21.8809123397099,11.48873522616901,-41.43938757634298,31.07467536827404
2025-04-01,2025,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2025&period=t4,1654681,1250571.0,247050.0,86594.0,65218.0,97544.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.319118798970065,-19.453159188807522,3.4774500742304593,14.039110804977126,-22.534564781089717,2.366701646450964,12.417346024273897,-13.475480341545076,5.095013038502927,11.36898580808561,-17.43044033792932,-13.634867600857724,11.085490783433066,40.60755018002284,70.8082342465036,11.4880588372401,-0.06761602294846902,38.60997825870718
2025-05-01,2025,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2025&period=t5,1528352,1253268.0,162550.0,68772.0,39720.0,87044.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.239700588670463,-7.634643777259786,-1.8104980748882338,14.0412650976797,0.21566148583327394,3.2134265706621923,11.99874092573205,-34.20360250961344,-16.138285413581933,11.138551964339738,-20.581102616809478,-24.88859764089122,10.58961011815911,-39.096568432027965,-24.785547917968533,11.374169016916182,-10.764373000902161,25.617306221407652
