target,model,status,MAE,RMSE,MAPE,sMAPE
international_arrivals,Holt-Winters,ok,7283652.27621722,11303799.793860914,411.06718267206367,99.49407539636606
international_arrivals,SARIMA,ok,679226.8879616661,775567.9363861624,42.118548756418285,55.896932029925225
international_arrivals,SARIMA-GARCH,ok,679226.8879616661,775567.9363861624,42.118548756418285,55.896932029925225
international_arrivals,XGBoost,ok,444850.96875,491967.4271055881,28.743146962483372,34.07294356652939
