date,year,month,international_arrivals,asia_arrivals,europe_arrivals,americas_arrivals,oceania_arrivals,other_markets_arrivals,was_imputed,quality_flag,covid_period,recovery_period,log_international_arrivals,international_arrivals_mom_growth_pct,international_arrivals_yoy_growth_pct,log_asia_arrivals,asia_arrivals_mom_growth_pct,asia_arrivals_yoy_growth_pct,log_europe_arrivals,europe_arrivals_mom_growth_pct,europe_arrivals_yoy_growth_pct,log_americas_arrivals,americas_arrivals_mom_growth_pct,americas_arrivals_yoy_growth_pct,log_oceania_arrivals,oceania_arrivals_mom_growth_pct,oceania_arrivals_yoy_growth_pct,log_other_markets_arrivals,other_markets_arrivals_mom_growth_pct,other_markets_arrivals_yoy_growth_pct
2013-07-01,2013,7,621108,428985,75544,40908,23824,51846,True,segment_reconciliation,0,0,13.339260258837975,9.48666557375315,33.28497854077253,12.969177232263897,9.636602015441674,54.232370515779714,11.232470546942904,34.0835270939458,384.75359342915806,10.619080921925903,-8.825889275207278,19.022403258655807,10.07844875492379,4.619708413841561,15.409581940609417,10.856033065069454,-0.3555572639388105,-55.78581113925346
2013-08-01,2013,8,676719,467948,95388,36817,24911,51655,False,observed,0,0,13.425011399260763,8.953515330667127,28.827204678540696,13.056112457615376,9.082601955779346,44.090848906419836,11.465708063361113,26.268135126548774,354.3800314390511,10.513714974009698,-10.000488901926275,20.313061664651478,10.123064751970729,4.562625923438546,25.433031218529713,10.852342275283545,-0.36839871928403545,-59.98187156702485
2013-09-01,2013,9,614827,438156,64123,34882,27031,50635,False,observed,0,0,13.329096206403152,-9.145893642708424,33.58892572973113,12.990330290330666,-6.366519356851619,51.25465598365098,11.06855839290286,-32.77665953788736,512.4450811843362,10.459726215828614,-5.255724257815686,20.644692698786017,10.204739634516608,8.510296656095706,21.810643954756426,10.832398315766385,-1.9746394347110674,-53.53862529018287
2013-10-01,2013,10,628695,384494,78231,38799,2924,124247,False,observed,0,0,13.351401521420806,2.255593849977311,13.000052123867878,12.859683463124677,-12.247236144204344,12.873339165458164,11.267421267417317,22.001465932660658,387.05640642510275,10.566149752083353,11.229287311507363,18.546243392709826,7.980707820869669,-89.18279012985091,-87.39166055797507,11.730026798798168,145.37770316974425,-13.56309524637721
2013-11-01,2013,11,731034,485625,118248,47186,25879,54096,False,observed,0,0,13.50221524927819,16.278004437763947,11.488925592610055,13.093192000104048,26.302361025139543,23.473819100843627,11.680539392891909,51.15235648272425,441.42857142857144,10.761852517406659,21.6165365086729,28.666866632127185,10.161187107991946,785.0547195622435,6.832067371202122,10.898515524947667,-56.460920585607695,-69.89012701628614
2013-12-01,2013,12,722349,481986,99271,45474,31955,63663,False,observed,0,0,13.490263680586112,-1.1880432373870486,17.517606922705255,13.08567034696775,-0.749343629343624,13.186093205114657,11.505608763069848,-16.04847439280157,33.41083187743583,10.724896013040084,-3.6281948035434275,-0.10763789732662898,10.372083942084382,23.478496077901,4.588747422511696,11.061358825079159,17.68522626441882,65.99655819774719
2014-01-01,2014,1,782188,515611,113665,54904,30420,67588,True,stale_repeated_vector,0,0,13.569850399840947,8.283945848890228,31.99836644874734,13.153107884187323,6.976343711228128,28.295591115048026,11.641010804733448,14.499702833657357,41.261930801352165,10.91334148458847,20.737124510709414,9.044687189672285,10.322855565813283,-4.803630104834921,9.95445673389721,11.12118573148054,6.165276534250674,109.88758462207318
2014-02-01,2014,2,842026,549236,128059,64333,28885,71513,False,observed,0,0,13.64356617160758,7.650079009138477,47.600600200534295,13.216283500618403,6.521389186809445,45.319366796224905,11.760246374202698,12.663528790744728,48.014286044522535,11.071827997858339,17.173612122978298,16.595983761055532,10.271077708215365,-5.046022353714664,16.565778853914438,11.177634530336995,5.807243889447822,174.5115350658324
2014-03-01,2014,3,709725,477069,123395,47949,24315,36997,False,observed,0,0,13.472632850044542,-15.712222662958153,20.83181525658617,13.075416413497134,-13.139524721613293,21.256462263431587,11.723145870993948,-3.642071232791133,21.34905493381587,10.777893225036763,-25.46748946885735,0.9558900936940784,10.098848722837886,-15.821360567768739,-1.7138930433728161,10.518592107258032,-48.265350355879356,84.91103558576569
2014-04-01,2014,4,745980,509839,106278,45192,35577,49094,False,observed,0,0,13.522454069175039,5.108316601500573,21.511143978277268,13.141850268586598,6.869027331476163,26.634724768135598,11.573813581480652,-13.871712792252522,6.7316093396937005,10.718675359005099,-5.749859225427012,-2.856774359966463,10.479454640632905,46.3170882171499,4.629003323236192,10.801492106722966,32.69724572262616,57.28198885115654
2014-05-01,2014,5,674204,479029,75890,38562,24935,55788,False,observed,0,0,13.421288014722077,-9.621705675755388,20.66269232627771,13.079516417357906,-6.043084189322512,23.502780577978655,11.237040202397958,-28.592935508760043,4.675862068965508,10.56002261459934,-14.670738183749332,5.820367168848284,10.124027717980223,-29.912583972791406,4.448540191848527,10.929314071478585,13.635067421680859,46.54828202164547
2014-06-01,2014,6,539776,395506,63250,46048,23052,11920,False,observed,0,0,13.198909517666177,-19.93877224104277,-4.850244407191373,12.88792123674481,-17.435896365355752,1.080303312981279,11.054850406589766,-16.655685861114765,12.262828135815829,10.737439609687094,19.41289352212021,2.6299367032183385,10.045507812556558,-7.551634249047523,1.2295801861935685,9.385972940619341,-78.63339786333978,-77.09058061540236
2014-07-01,2014,7,564736,367184,90299,46597,34566,26090,False,observed,0,0,13.24411364429301,4.624140384159348,-9.076038305737487,12.813618363794394,-7.16095331044283,-14.406331223702463,11.410881665146636,42.76521739130435,19.531663666207777,10.749291440359002,1.192234190410013,13.906815292852247,10.450625818960438,49.94794377928162,45.08898589657488,10.169307378130775,118.87583892617451,-49.67789221926474
2014-08-01,2014,8,618588,431929,109642,39061,24787,13169,False,observed,0,0,13.335194740402855,9.53578309156844,-8.590123818010131,12.97601650186715,17.63284892587913,-7.697222768341783,11.604975791768043,21.42105671159149,14.943179435568421,10.572879805741458,-16.172714981651183,6.0950104571257935,10.118074601167217,-28.290805994329695,-0.49777206856408407,9.48562086171022,-49.524722115753164,-74.50585616106864
2014-09-01,2014,9,590881,428514,74398,35007,26926,26036,False,observed,0,0,13.289369922475968,-4.479071692305703,-3.8947541340897507,12.968078688598268,-0.7906392022762998,-2.2005860926245457,11.217184338739433,-32.14461611426278,16.023891583363216,10.463303320474218,-10.378638539719919,0.3583510119832489,10.20084764153918,8.629523540565609,-0.3884428988938593,10.167235474692278,97.70673551522515,-48.5810210328824
